time,x,y,z,vel_x,vel_y,vel_z,bearing,bearing_vel,elevation,track_id,uav_category
1970-01-01 00:00:00,56.302383472004294,88.76588073960784,266.51541867151377,0.0088162611064035,-2.899120730209233,2.1360896491942185,1.2914485688937636,0.0002007849115254,0.0191822987586546,0,LSS
1970-01-01 00:00:01,56.03710897588826,88.41396083604332,272.5724704650503,0.006834785707130948,-2.777647256198913,2.3182214332267113,1.291467655562878,0.0001923450079951561,0.019618652643015363,0,LSS
1970-01-01 00:00:02,55.771834479772224,88.06204093247925,278.62952225858686,0.004853310307858396,-2.656173782188594,2.500353217259204,1.2914867422319922,0.00018390510446491222,0.020055006527376126,0,LSS
1970-01-01 00:00:03,55.50920271445466,87.71255547239707,284.6547219699128,0.003046313306336081,-2.5346470859172574,2.6810242982739685,1.2915057128958958,0.00017546493351509586,0.020489063801311904,0,LSS
1970-01-01 00:00:04,56.124902208197454,88.1721754310447,280.0936449819434,0.059228510996162706,-2.3954315748940433,2.376219854676571,1.2914861283641288,0.00016693588367911675,0.020159825499509825,0,LSS
1970-01-01 00:00:05,56.7326216413403,88.64574321234022,275.53965459528735,0.11498437863257914,-2.255814447104527,2.071897339969079,1.291465420337898,0.00015837059495234622,0.01983110261676111,0,LSS
1970-01-01 00:00:06,55.35328054816273,92.59236329224314,272.7502505245004,0.0645827040254898,-2.0161934643358776,1.8875766550158293,1.2911649586089768,0.00014078170690557724,0.01963072072121953,0,LSS
1970-01-01 00:00:07,53.973939454986976,96.53898337214605,269.96084645371343,0.014181029418400437,-1.7765724815672286,1.7032559700625796,1.2908644968800556,0.00012319281885880823,0.019430338825677948,0,LSS
1970-01-01 00:00:08,52.61351790911431,100.41450833831095,267.3341587519866,-0.03546110951689228,-1.539765567555623,1.5250783809738955,1.2905693299664975,0.00010581391732191678,0.01924166769078215,0,LSS
1970-01-01 00:00:09,53.927434493143664,94.24548360808376,287.6666655635107,0.022283970317791005,-1.700672700771024,2.2137127906207055,1.2910222580979063,0.0001181133435405157,0.02070537735109925,0,LSS
1970-01-01 00:00:10,53.65978241142693,94.84309394603042,287.5578315150793,0.020584810971886913,-1.6158169604012897,2.134657426945132,1.2909755893612624,0.00011220753560340561,0.020697683314969354,0,LSS
1970-01-01 00:00:11,53.39947590410702,95.42167872584923,287.48365492138015,0.019188576647814797,-1.5316292469203923,2.056802817789747,1.2909303829938337,0.0001063539948923876,0.020692480370797132,0,LSS
1970-01-01 00:00:12,54.0500323290853,93.64106397543446,291.70705795051754,0.05535552782381693,-1.5302779323366869,2.1278436828646066,1.291066512739769,0.0001069816735187405,0.020996176799605467,0,LSS
1970-01-01 00:00:13,54.70277456071926,91.87776604632745,296.0302218723166,0.0918712046063975,-1.5280032232852374,2.2020766129041,1.2912014877057392,0.00010755229876742793,0.021307039931612266,0,LSS
1970-01-01 00:00:14,55.60847956161524,91.95376098355382,311.2089961276086,0.1667636629075436,-1.426551623124292,2.623470072809708,1.2912142212121707,0.00010201330419117392,0.022397753156302973,0,LSS
1970-01-01 00:00:15,57.72955396180441,85.34537058780961,313.57835268775096,0.2394250622240738,-1.5727086287530578,2.616372659949233,1.2917135540648104,0.00011357303574232391,0.022567860245326723,0,LSS
1970-01-01 00:00:16,59.831937256505626,78.79192013174861,315.9678665568549,0.31138139193600806,-1.7172626837642289,2.609827082473376,1.2922087146934873,0.00012500782597418836,0.02273942202778768,0,LSS
1970-01-01 00:00:17,60.08389942589929,77.67752864888962,320.3529558273217,0.31353576733662497,-1.7031244833678545,2.6579132577398035,1.2922908247743607,0.00012407341435205244,0.02305499859145469,0,LSS
1970-01-01 00:00:18,60.335861595291135,76.56313716603017,324.7380450977884,0.3156901427372419,-1.68898628297148,2.7059994330062316,1.2923729348552342,0.00012313900272991653,0.0233705751551217,0,LSS
1970-01-01 00:00:19,60.58782376468298,75.44874568317118,329.12313436825514,0.3178445181378588,-1.6748480825751055,2.7540856082726597,1.2924550449361074,0.0001222045911077806,0.02368615171878871,0,LSS
1970-01-01 00:00:20,60.83512050709578,74.35984296665538,333.45812758079643,0.31991716708510937,-1.660010397533735,2.8007996884918915,1.292535298672882,0.00012122010940878492,0.023998119937379263,0,LSS
1970-01-01 00:00:21,60.776051453322,74.94471764017908,334.50345004363425,0.3166230639514618,-1.5992394739941425,2.7574120495441123,1.2924936513831728,0.00011694766306542206,0.02407313802966392,0,LSS
1970-01-01 00:00:22,60.716982399548215,75.52959231370323,335.54877250647206,0.3133289608178142,-1.53846855045455,2.7140244105963327,1.292452004093464,0.00011267521672205919,0.02414815612194858,0,LSS
1970-01-01 00:00:23,60.65791334577443,76.11446698722739,336.5940949693098,0.3100348576841666,-1.4776976269149578,2.670636771648553,1.2924103568037548,0.00010840277037869632,0.02422317421423324,0,LSS
1970-01-01 00:00:24,60.580642142109355,76.77579936344864,337.60413154601025,0.30634807025928346,-1.4151353146576158,2.6264571600626363,1.2923630581654073,0.00010399853138441103,0.02429564776322531,0,LSS
1970-01-01 00:00:25,59.50618546131409,81.61499831847368,336.5717156994437,0.28101072315608155,-1.2549014017197597,2.536332838246709,1.2920069032259038,9.240386270967798e-05,0.024220860044721567,0,LSS
1970-01-01 00:00:26,58.21741505231148,86.79743201444535,329.4777385772617,0.2439366649631705,-1.097725413935869,2.304843505597919,1.291622769734932,8.079046020841409e-05,0.02371022441870968,0,LSS
1970-01-01 00:00:27,56.971567883922035,91.84588517439306,322.4752429505716,0.2081104895293357,-0.9438825014493922,2.075966800064979,1.2912487575856462,6.943244790686704e-05,0.023206162965457175,0,LSS
