time,lat,lon,alt,x,y,z,vel_x,vel_y,vel_z,track_id,uav_category
2022-08-17 17:37:25,22.9028161,120.2731232,19.737,97.68174834337138,106.16962118050526,19.735364136941147,-0.44799013593716097,-1.8088038882986694,0.07870351693428645,0,LSS
2022-08-17 17:37:26,22.902799766666664,120.27311883333333,19.815666666666665,97.23375820743422,104.36081729220659,19.814067653875433,-0.44799013593716097,-1.8088038882986694,0.07870351693428645,0,LSS
2022-08-17 17:37:27,22.902783433333333,120.27311446666667,19.894333333333332,96.78576795733244,102.55201337683577,19.89277062462687,-0.44799025010178184,-1.8088039153708166,0.0787029707514364,0,LSS
2022-08-17 17:37:28,22.9027671,120.2731101,19.973,96.3377775848881,100.74320943326637,19.97147304587893,-0.4479903724443375,-1.8088039435694014,0.07870242125206062,0,LSS
2022-08-17 17:37:29,22.9027493,120.27310609999999,20.006666666666668,95.92740603909212,98.77198193110969,20.00517688637448,-0.41037154579598223,-1.9712275021566796,0.033703840495547865,0,LSS
2022-08-17 17:37:30,22.902731499999998,120.2731021,20.040333333333333,95.51703438478847,96.80075442292215,20.038880087802426,-0.41037165430364553,-1.971227508187539,0.03370320142794725,0,LSS
2022-08-17 17:37:31,22.9027137,120.2730981,20.074,95.10666261822298,94.82952690957511,20.072582650493395,-0.4103717665654898,-1.9712275133470456,0.03370256269096927,0,LSS
2022-08-17 17:37:32,22.902696166666665,120.27309523333334,20.016333333333336,94.81256488718896,92.88783025055206,20.01494908162196,-0.2940977310340287,-1.9416966590230516,-0.05763356887143445,0,LSS
2022-08-17 17:37:33,22.902678633333334,120.27309236666666,19.958666666666666,94.51846708833668,90.94613363661722,19.9573149058429,-0.2940977988522775,-1.9416966139348375,-0.057634175779060826,0,LSS
2022-08-17 17:37:34,22.9026611,120.2730895,19.901,94.22436921583387,89.00443706740744,19.899680122819106,-0.29409787250280317,-1.9416965692097818,-0.057634783023793545,0,LSS
2022-08-17 17:37:35,22.902642066666665,120.2730859,19.97,93.8550369328202,86.89662731603757,19.96871478163422,-0.3693322830136765,-2.107809751369871,0.06903465881511295,0,LSS
2022-08-17 17:37:36,22.902623033333334,120.2730823,20.039,93.48570453883629,84.78881753291,20.037748719884746,-0.3693323939839104,-2.107809783127564,0.06903393825052717,0,LSS
2022-08-17 17:37:37,22.902604,120.2730787,20.108,93.11637203347998,82.68100771768718,20.106781937173245,-0.36933250535631146,-2.107809815222822,0.06903321728849932,0,LSS
