lat,lon,alt,ultrasonicHeight(m),speed(mps),distance(m),max_altitude(m),max_ascent(m),max_speed(mps),max_distance(m),time(millisecond),datetime(utc),time,satellites,pressure(Pa),temperature(F),voltage(v),home_latitude,home_longitude,velocityX(mps),velocityY(mps),velocityZ(mps),pitch(deg),roll(deg),yaw(deg),powerlevel,isflying,istakingphoto,remainPowerPercent,remainLifePercent,currentCurrent,currentElectricity,currentVoltage,batteryTemperature,dischargeCount,flightmode,isMotorsOn,isTakingVideo,Rc_elevator,Rc_aileron,Rc_throttle,Rc_rudder,Rc_gyro,timestamp,Battery_Cell1,Battery_Cell2,Battery_Cell3,Battery_Cell4,Battery_Cell5,Battery_Cell6,Dronetype,AppVersion,Planename,FlyControllerSerialNumber,RemoteSerialNumber,BatterySerialNumber,CENTER_BATTERY.productDate,CENTER_BATTERY.serialNo,CENTER_BATTERY.fullCapacity,CENTER_BATTERY.productDateRaw,pitchRaw,rollRaw,yawRaw,gimbalPitchRaw,gimbalRollRaw,gimbalYawRaw,flyState,altitudeRaw,speedRaw,distanceRaw,velocityXRaw,velocityYRaw,velocityZRaw,data_reuse,App_Tip,App_Warning,downlinkSignalQuality,uplinkSignalQuality,transmissionChannel,rcModeSwitch,rcHome,rcPause,rcTransform,rcJoystickMode,appMode,FlyControllerSerialNumber_legacy,RemoteSerialNumber_legacy,BatterySerialNumber_legacy,Battery2SerialNumber,frontAvoidDist,backAvoidDist,isBrakingToAvoid,uav_category,x,y,z,vel_x,vel_y,vel_z,track_id
51.515427,5.847496,39.9,0.0,9.71,857.49,40.1,40.1,17.28,991.14,680192,2020-09-29 12:22:16.839,2020-09-29 14:22:16.839,18,0,0,11.465,51.519506,5.857977,5.2,8.2,0.0,-15.1,-2.5,60.6,0,1,0,59,100,-7954,2178,11465,3071.5,8,WP,1,0,0,0,0,0,0,1601382136839,3805,3806,3795,0,0,0,13,,,,,,,0,0,0,151.0,-25.0,606.0,-87.0,0.0,608.0,14,399.0,97.1,8574.87,52.0,82.0,0.0,0,,,75,75,0,1,0,0,0,1,0,,,,,0.0,0.0,0,LSS,34.708751673895314,55.62952832161656,39.899663025769605,8.678781657371408,5.452779672121964,-0.00010293934337295823,0
51.515476,5.847621,39.9,0.0,10.91,847.19,40.1,40.1,17.28,991.14,681184,2020-09-29 12:22:17.831,2020-09-29 14:22:17.832,18,0,0,11.529,51.519506,5.857977,5.7,9.3,0.0,-16.0,-2.6,60.8,0,1,0,59,100,-7366,2176,11529,3071.5,8,WP,1,0,0,0,0,0,0,1601382137831,3797,3796,3784,0,0,0,13,,,,,,,0,0,0,160.0,-26.0,608.0,-87.0,0.0,607.0,14,399.0,109.08,8471.88,57.0,93.0,0.0,0,,,75,75,0,1,0,0,0,1,0,,,,,0.0,0.0,0,LSS,43.38589304153348,61.081277418380495,39.89956010588177,8.678781657371408,5.452779672121964,-0.00010293934337295823,0
51.515531,5.84776,39.9,0.0,11.82,835.84,40.1,40.1,17.28,991.14,682185,2020-09-29 12:22:18.832,2020-09-29 14:22:18.833,18,0,0,11.529,51.519506,5.857977,6.3,10.0,0.0,-15.5,-2.4,60.8,0,1,0,59,100,-7366,2176,11529,3071.5,8,WP,1,0,0,0,0,0,0,1601382138832,3797,3796,3784,0,0,0,13,,,,,,,0,0,0,155.0,-24.0,608.0,-87.0,0.0,606.0,14,399.0,118.19,8358.44,63.0,100.0,0.0,0,,,75,75,0,1,0,0,0,1,0,,,,,0.0,0.0,0,LSS,53.03485178219161,67.20060438765111,39.89942575056534,9.650782738595725,6.120483740697608,-0.000134380714381156,0
51.51559,5.847906,39.9,0.0,11.9,823.77,40.1,40.1,17.28,991.14,683189,2020-09-29 12:22:19.837,2020-09-29 14:22:19.837,18,0,0,11.487,51.519506,5.857977,6.3,10.1,0.0,-8.9,-0.2,60.3,0,1,0,59,100,-7396,2170,11487,3071.5,8,WP,1,0,0,0,0,0,0,1601382139836,3797,3796,3784,0,0,0,13,,,,,,,0,0,0,89.0,-2.0,603.0,-87.0,0.0,605.0,14,399.0,119.04,8237.67,63.0,101.0,0.0,0,,,75,75,0,1,0,0,0,1,0,,,,,0.0,0.0,0,LSS,63.169702580000354,73.76499106555374,39.89926103622567,10.136766646704972,6.565627581515539,-0.0001647454765703144,0
51.515648,5.848047,39.9,0.0,11.58,812.06,40.1,40.1,17.28,991.14,684176,2020-09-29 12:22:20.824,2020-09-29 14:22:20.824,18,0,0,11.487,51.519506,5.857977,6.0,9.9,0.0,-8.6,1.2,60.2,0,1,0,59,100,-7396,2170,11487,3071.5,8,WP,1,0,0,0,0,0,0,1601382140823,3797,3796,3784,0,0,0,13,,,,,,,0,0,0,86.0,12.0,602.0,-87.0,0.0,605.0,14,399.0,115.76,8120.64,60.0,99.0,0.0,0,,,75,75,0,1,0,0,0,1,0,,,,,0.0,0.0,0,LSS,72.9574429585168,80.21813419941665,39.89907886239497,9.789590611141945,6.4543630084715105,-0.00018220826805707263,0
51.515703,5.848185,39.9,0.0,11.29,800.69,40.1,40.1,17.28,991.14,685200,2020-09-29 12:22:21.847,2020-09-29 14:22:21.847,18,0,0,11.381,51.519506,5.857977,5.6,9.8,0.0,-10.3,0.9,60.5,0,1,0,59,100,-6506,2166,11381,3071.5,8,WP,1,0,0,0,0,0,0,1601382141847,3797,3796,3784,0,0,0,13,,,,,,,0,0,0,103.0,9.0,605.0,-87.0,0.0,605.0,14,399.0,112.87,8006.89,56.0,98.0,0.0,0,,,75,75,0,1,0,0,0,1,0,,,,,0.0,0.0,0,LSS,82.53691265907034,86.3375163766175,39.898882389983655,9.581280562579874,6.120538959064111,-0.00019650955162318405,0
51.515755,5.848322,39.9,0.0,11.19,789.55,40.1,40.1,17.28,991.14,686186,2020-09-29 12:22:22.834,2020-09-29 14:22:22.834,18,0,0,11.381,51.519506,5.857977,5.4,9.8,0.0,-12.1,0.2,60.5,0,1,0,59,100,-6506,2166,11381,3071.5,8,WP,1,0,0,0,0,0,0,1601382142833,3797,3796,3784,0,0,0,13,,,,,,,0,0,0,121.0,2.0,605.0,-87.0,0.0,605.0,14,399.0,111.89,7895.49,54.0,98.0,0.0,0,,,75,75,0,1,0,0,0,1,0,,,,,0.0,0.0,0,LSS,92.04694833164734,92.12313892150348,39.89867151675394,9.511833409091322,5.786716234254255,-0.0002109130922861365,0
51.515806,5.848461,39.9,0.0,11.33,778.35,40.1,40.1,17.28,991.14,687195,2020-09-29 12:22:23.843,2020-09-29 14:22:23.843,18,0,0,11.55,51.519506,5.857977,5.5,9.9,0.0,-11.1,-1.2,60.4,0,1,0,59,100,-7176,2162,11550,3071.5,8,WP,1,0,0,0,0,0,0,1601382143842,3797,3796,3784,0,0,0,13,,,,,,,0,0,0,111.0,-12.0,604.0,-87.0,0.0,605.0,14,399.0,113.25,7783.47,55.0,99.0,0.0,0,,,75,75,0,1,0,0,0,1,0,,,,,0.0,0.0,0,LSS,101.69579842462103,97.79752326523311,39.89844074365623,9.65067407037299,5.675457005103592,-0.00023081672207271638,0
51.515856,5.848602,39.8,0.0,11.24,767.08,40.1,40.1,17.28,991.14,688196,2020-09-29 12:22:24.844,2020-09-29 14:22:24.844,18,0,0,11.55,51.519506,5.857977,5.5,9.8,0.0,-10.7,-2.4,60.6,0,1,0,59,100,-7176,2162,11550,3071.5,8,WP,1,0,0,0,0,0,0,1601382144843,3797,3796,3784,0,0,0,13,,,,,,,0,0,0,107.0,-24.0,606.0,-87.0,0.0,605.0,14,398.0,112.38,7670.78,55.0,98.0,0.0,0,,,75,75,0,1,0,0,0,1,0,,,,,0.0,0.0,0,LSS,111.48346136212494,103.3606685685781,39.798189736285465,9.789513155490297,5.564196936566007,-0.10026995839290168,0
51.515908,5.848742,39.9,0.0,11.2,755.82,40.1,40.1,17.28,991.14,689188,2020-09-29 12:22:25.835,2020-09-29 14:22:25.836,18,0,0,11.487,51.519506,5.857977,5.6,9.7,0.0,-11.1,-0.9,60.6,0,1,0,59,100,-6806,2158,11487,3071.5,8,WP,1,0,0,0,0,0,0,1601382145835,3797,3796,3784,0,0,0,13,,,,,,,0,0,0,111.0,-9.0,606.0,-87.0,0.0,605.0,14,399.0,112.0,7558.15,56.0,97.0,0.0,0,,,75,75,0,1,0,0,0,1,0,,,,,0.0,0.0,0,LSS,121.20168427197694,109.14635202928895,39.89791639594875,9.720060001192229,5.786777161594384,0.09974551156496843,0
