time,x,y,z,vel_x,vel_y,vel_z,bearing,bearing_vel,elevation,track_id,uav_category
1970-01-01 00:00:00,50.0,50.0,-224.50529920649245,23.038954018964432,40.796462763364616,-1.5689466738706983,3.693025372853951,9.42969864129561e-05,-0.0120689784823202,0,Fixed-Wing
1970-01-01 00:00:01,90.77219407461234,80.77818764773474,-226.64671079312478,24.165142996691277,39.928540712628795,-1.5953395907122565,3.6920200866536623,1.5406948939297266e-05,-0.012215688663339786,0,Fixed-Wing
1970-01-01 00:00:02,131.64222638942738,111.49333425992154,-228.78604791383535,25.304966629115068,39.05313807020227,-1.62162402556317,3.691008473873204,-6.43445357554685e-05,-0.012362287846156847,0,Fixed-Wing
1970-01-01 00:00:03,204.77527821900367,121.40526148164827,-230.21201492772417,30.94078646260566,35.71005380275308,-1.6107951024255607,3.6879100982621766,-0.0004281913774211125,-0.01247069322774087,0,Fixed-Wing
1970-01-01 00:00:04,227.82900988526853,160.6234393370505,-226.86989842422977,29.5675446945061,36.01871268269617,-1.3887465805485761,3.6879470711093485,-0.00035618665735217105,-0.012319278755307476,0,Fixed-Wing
1970-01-01 00:00:05,250.88274155153158,199.84161719245458,-223.52778192073538,28.19430292640654,36.32737156263925,-1.1666980586715914,3.687984043956521,-0.00028418193728322954,-0.012167864282874084,0,Fixed-Wing
1970-01-01 00:00:06,273.9722569926362,239.02747993489902,-220.17667885632034,26.82866357884815,36.63185318204563,-0.9444435573371268,3.6880184220603565,-0.00021265460812282009,-0.01201593992530094,0,Fixed-Wing
1970-01-01 00:00:07,302.989909384949,272.85984333116176,-215.3368126836356,26.722483031515075,36.24430684597524,-0.6880653661878109,3.687622940712033,-0.00022021448252371507,-0.011779545191104052,0,Fixed-Wing
1970-01-01 00:00:08,332.1078298611319,306.6312308546694,-210.4195328983218,26.62799012279589,35.85250639515016,-0.4281328453880059,3.687220965908969,-0.00022846450328495654,-0.011538868863012636,0,Fixed-Wing
1970-01-01 00:00:09,375.44955562380164,331.75271795355,-194.52053181090622,28.19147939031714,34.857226775267186,0.33600890053212185,3.6858978441935752,-0.0003346171374186097,-0.010690815236773463,0,Fixed-Wing
1970-01-01 00:00:10,418.4071768593185,357.09389854144865,-178.4523515608769,29.717237220653104,33.88215689389785,1.1070955050526945,3.6845990614032544,-0.00043835054287594163,-0.009833350424989762,0,Fixed-Wing
1970-01-01 00:00:11,423.4207007057248,404.1538061929714,-145.6846962723074,27.519833160260298,34.90501096650687,2.563045866764569,3.685705110502436,-0.0003032483431154665,-0.008046801039737454,0,Fixed-Wing
1970-01-01 00:00:12,437.49469388626494,447.8060058315459,-118.34297941098731,26.6716976102438,35.614933921775176,3.7241351482526577,3.6862910112411162,-0.00024172753533517542,-0.0065491417989248304,0,Fixed-Wing
1970-01-01 00:00:13,451.7032413793313,491.3730193167539,-91.03181986461789,25.834135150190843,36.31658200670744,4.882235484684744,3.686868080828707,-0.00018096827836134205,-0.005053003989275654,0,Fixed-Wing
1970-01-01 00:00:14,479.2326779222112,526.5065959520161,-66.74583724852388,26.043309548107132,36.19901718363265,5.744429991567363,3.686570865663605,-0.0001956026197664542,-0.003707488001736703,0,Fixed-Wing
1970-01-01 00:00:15,506.76211446509114,561.6401725872784,-42.4598546324299,26.25248394602342,36.08145236055785,6.606624498449981,3.6862736504985034,-0.0002102369611715664,-0.002361972014197752,0,Fixed-Wing
1970-01-01 00:00:16,534.7971941938085,596.4919473923019,-17.640980952142648,26.4948514368592,35.947961698970275,7.489672297619668,3.6859439640573233,-0.00022701472290590744,-0.0009864060873039948,0,Fixed-Wing
1970-01-01 00:00:17,599.195961805628,611.1755886089577,47.522125440849734,29.129311792504655,34.680054922473424,9.94921776088003,3.683281882209669,-0.0003978545776603079,0.0026645093962399348,0,Fixed-Wing
1970-01-01 00:00:18,539.9967314445985,700.6978808053045,105.28237947537094,23.95273276498557,37.96809566054919,11.977314056081495,3.6887273727705225,-3.9645229875297594e-05,0.005918065438180335,0,Fixed-Wing
1970-01-01 00:00:19,572.2244958669453,733.7257411285336,130.34706966083343,24.40217177093184,37.71287183893169,12.520906225484728,3.68814171932771,-7.057394890464737e-05,0.0073526093365478724,0,Fixed-Wing
1970-01-01 00:00:20,604.4522602892921,766.7536014517627,155.41175984629592,24.851610776878108,37.45764801731419,13.06449839488796,3.6875560658848983,-0.00010150266793399714,0.008787153234915409,0,Fixed-Wing
1970-01-01 00:00:21,636.6061994473093,799.8197804226002,180.87266213404774,25.295572600429157,37.20506110145924,13.622595681765077,3.6869750176186042,-0.00013208082924111474,0.010244449278067214,0,Fixed-Wing
1970-01-01 00:00:22,664.5784252161648,835.0746086467643,227.40911055132773,25.432846762420947,37.1014101546633,14.949231436119064,3.686655588346742,-0.00014297300835472396,0.012912559229225703,0,Fixed-Wing
1970-01-01 00:00:23,684.1402197648968,875.685065566604,244.49279854780815,25.140277323278042,37.274852302054114,15.032520361193349,3.686902595656246,-0.00012324625129890929,0.013920384003469132,0,Fixed-Wing
1970-01-01 00:00:24,703.975577642881,916.0933334397032,261.3875376729326,24.860111282957124,37.437253574104645,15.108809739255015,3.6871301840312887,-0.00010450585871630088,0.014917561057564241,0,Fixed-Wing
1970-01-01 00:00:25,737.935401231538,946.0622918279587,268.52657649336476,25.22035045277866,37.029598670914254,14.823702500159547,3.6863551450633665,-0.00013669287375851557,0.01536498110094103,0,Fixed-Wing
