lat,lon,alt,ultrasonicHeight(m),speed(mps),distance(m),max_altitude(m),max_ascent(m),max_speed(mps),max_distance(m),time(millisecond),datetime(utc),time,satellites,pressure(Pa),temperature(F),voltage(v),home_latitude,home_longitude,velocityX(mps),velocityY(mps),velocityZ(mps),pitch(deg),roll(deg),yaw(deg),powerlevel,isflying,istakingphoto,remainPowerPercent,remainLifePercent,currentCurrent,currentElectricity,currentVoltage,batteryTemperature,dischargeCount,flightmode,isMotorsOn,isTakingVideo,Rc_elevator,Rc_aileron,Rc_throttle,Rc_rudder,Rc_gyro,timestamp,Battery_Cell1,Battery_Cell2,Battery_Cell3,Battery_Cell4,Battery_Cell5,Battery_Cell6,Dronetype,AppVersion,Planename,FlyControllerSerialNumber,RemoteSerialNumber,BatterySerialNumber,CENTER_BATTERY.productDate,CENTER_BATTERY.serialNo,CENTER_BATTERY.fullCapacity,CENTER_BATTERY.productDateRaw,pitchRaw,rollRaw,yawRaw,gimbalPitchRaw,gimbalRollRaw,gimbalYawRaw,flyState,altitudeRaw,speedRaw,distanceRaw,velocityXRaw,velocityYRaw,velocityZRaw,data_reuse,App_Tip,App_Warning,downlinkSignalQuality,uplinkSignalQuality,transmissionChannel,rcModeSwitch,rcHome,rcPause,rcTransform,rcJoystickMode,appMode,FlyControllerSerialNumber_legacy,RemoteSerialNumber_legacy,BatterySerialNumber_legacy,Battery2SerialNumber,frontAvoidDist,backAvoidDist,isBrakingToAvoid,uav_category,x,y,z,vel_x,vel_y,vel_z,track_id
51.5172,5.84775,35.1,0.0,5.85,767.5,35.3,35.3,17.18,781.85,669813,2020-09-30 09:12:19.314,2020-09-30 11:12:19.314,18,0,0,11.529,51.519566,5.858136,2.0,5.5,0.0,-15.2,1.1,74.7,0,1,0,60,100,-7022,2226,11529,3061.5,9,WP,1,0,0,0,0,0,0,1601457139313,3806,3808,3797,0,0,0,13,,,,,,,0,0,0,152.0,11.0,747.0,-163.0,0.0,759.0,14,351.0,58.52,7675.02,20.0,55.0,0.0,0,,,75,75,0,1,0,0,0,1,0,,,,,0.0,0.0,0,LSS,34.70737809376629,55.6295033422198,35.09966303084359,7.1647887542697175,2.575868888075532,-6.608843252736007e-05,0
51.517224,5.847857,35.1,0.0,7.12,759.57,35.3,35.3,17.18,781.85,670868,2020-09-30 09:12:20.368,2020-09-30 11:12:20.368,18,0,0,11.529,51.519566,5.858136,2.4,6.7,-0.1,-15.6,0.9,74.5,0,1,0,60,100,-7022,2226,11529,3061.5,9,WP,1,0,0,0,0,0,0,1601457140368,3806,3808,3797,0,0,0,13,,,,,,,0,0,0,156.0,9.0,745.0,-163.0,0.0,757.0,14,351.0,71.18,7595.7,24.0,67.0,-1.0,0,,,75,75,0,1,0,0,0,1,0,,,,,0.0,0.0,0,LSS,42.13473486151373,58.299770097436635,35.09959452046827,7.1647887542697175,2.575868888075532,-6.608843252736007e-05,0
51.517249,5.84796,35.1,0.0,7.84,751.96,35.3,35.3,17.18,781.85,671845,2020-09-30 09:12:21.346,2020-09-30 11:12:21.346,18,0,0,11.508,51.519566,5.858136,2.6,7.4,0.0,-15.7,1.1,74.3,0,1,0,60,100,-6656,2224,11508,3061.5,9,WP,1,0,0,0,0,0,0,1601457141345,3806,3808,3797,0,0,0,13,,,,,,,0,0,0,157.0,11.0,743.0,-163.0,0.0,755.0,14,351.0,78.43,7519.58,26.0,74.0,0.0,0,,,75,75,0,1,0,0,0,1,0,,,,,0.0,0.0,0,LSS,49.28442400987119,61.08130379752609,35.09951734048971,6.896937094649827,2.6832023823822904,-7.445155251599464e-05,0
51.517275,5.848076,35.0,0.0,8.48,743.37,35.3,35.3,17.18,781.85,672890,2020-09-30 09:12:22.391,2020-09-30 11:12:22.391,18,0,0,11.508,51.519566,5.858136,2.8,8.0,0.0,-16.3,2.0,74.4,0,1,0,60,100,-6656,2224,11508,3061.5,9,WP,1,0,0,0,0,0,0,1601457142390,3813,3815,3804,0,0,0,13,,,,,,,0,0,0,163.0,20.0,744.0,-163.0,0.0,754.0,14,350.0,84.76,7433.71,28.0,80.0,0.0,0,,,75,75,0,1,0,0,0,1,0,,,,,0.0,0.0,0,LSS,57.336493545138595,63.974115445229,34.99942180289656,7.767417004310441,2.7905464904667774,-0.09655701274700863,0
51.517304,5.848203,34.9,0.0,8.92,734.0,35.3,35.3,17.18,781.85,673977,2020-09-30 09:12:23.477,2020-09-30 11:12:23.477,18,0,0,11.36,51.519566,5.858136,3.0,8.4,0.0,-15.9,2.2,74.3,0,1,0,60,100,-6634,2222,11360,3061.5,9,WP,1,0,0,0,0,0,0,1601457143477,3813,3815,3804,0,0,0,13,,,,,,,0,0,0,159.0,22.0,743.0,-163.0,0.0,753.0,14,349.0,89.2,7340.03,30.0,84.0,0.0,0,,,75,75,0,1,0,0,0,1,0,,,,,0.0,0.0,0,LSS,66.15210991865041,67.200725979747,34.89930344082322,8.503971335962786,3.1125450944419866,-0.09657903034817607,0
51.517334,5.848328,34.9,0.0,9.18,724.67,35.3,35.3,17.18,781.85,675022,2020-09-30 09:12:24.522,2020-09-30 11:12:24.522,18,0,0,11.36,51.519566,5.858136,3.2,8.6,-0.1,-15.9,3.4,74.2,0,1,0,60,100,-6634,2222,11360,3061.5,9,WP,1,0,0,0,0,0,0,1601457144522,3813,3815,3804,0,0,0,13,,,,,,,0,0,0,159.0,34.0,742.0,-163.0,0.0,752.0,14,349.0,91.77,7246.68,32.0,86.0,-1.0,0,,,75,75,0,1,0,0,0,1,0,,,,,0.0,0.0,0,LSS,74.82888524989849,70.53860955502148,34.899171682316855,8.370038529266067,3.2198844691341164,-0.00012710064888352105,0
51.517365,5.848456,35.0,0.0,9.36,715.17,35.3,35.3,17.18,781.85,676017,2020-09-30 09:12:25.518,2020-09-30 11:12:25.518,18,0,0,11.402,51.519566,5.858136,3.2,8.8,-0.1,-15.5,3.9,74.0,0,1,0,60,100,-7482,2216,11402,3061.5,9,WP,1,0,0,0,0,0,0,1601457145517,3813,3815,3804,0,0,0,13,,,,,,,0,0,0,155.0,39.0,740.0,-163.0,0.0,752.0,14,350.0,93.64,7151.7,32.0,88.0,-1.0,0,,,75,75,0,1,0,0,0,1,0,,,,,0.0,0.0,0,LSS,83.7138921710041,73.98777132816133,34.9990223812813,8.570908825381844,3.3272288186237446,0.0963208295248483,0
51.517395,5.848586,35.1,0.0,9.68,705.56,35.3,35.3,17.18,781.85,677167,2020-09-30 09:12:26.668,2020-09-30 11:12:26.668,18,0,0,11.402,51.519566,5.858136,3.0,9.2,0.0,-15.3,3.7,74.0,0,1,0,60,100,-7482,2216,11402,3061.5,9,WP,1,0,0,0,0,0,0,1601457146667,3813,3815,3804,0,0,0,13,,,,,,,0,0,0,153.0,37.0,740.0,-163.0,0.0,752.0,14,351.0,96.77,7055.63,30.0,92.0,0.0,0,,,75,75,0,1,0,0,0,1,0,,,,,0.0,0.0,0,LSS,92.73771825380912,77.32569251940393,35.09885819987283,8.704820525024445,3.2199207553223035,0.09630647519505611,0
51.517427,5.848747,35.1,0.0,9.85,693.8,35.3,35.3,17.18,781.85,678364,2020-09-30 09:12:27.864,2020-09-30 11:12:27.864,18,0,0,11.402,51.519566,5.858136,2.6,9.5,0.0,-15.8,2.9,74.0,0,1,0,60,100,-7482,2216,11402,3061.5,9,WP,1,0,0,0,0,0,0,1601457147864,3813,3815,3804,0,0,0,13,,,,,,,0,0,0,158.0,29.0,740.0,-163.0,0.0,752.0,14,351.0,98.49,6938.04,26.0,95.0,0.0,0,,,75,75,0,1,0,0,0,1,0,,,,,0.0,0.0,0,LSS,103.91337345757402,80.88618970567654,35.09864208631189,10.780579313657304,3.434628360736695,-0.00020847362789688735,0
51.517452,5.848886,35.0,0.0,10.04,683.83,35.3,35.3,17.18,781.85,679190,2020-09-30 09:12:28.691,2020-09-30 11:12:28.691,18,0,0,11.402,51.519566,5.858136,2.6,9.7,0.0,-15.8,2.0,74.2,0,1,0,60,100,-7482,2216,11402,3061.5,9,WP,1,0,0,0,0,0,0,1601457148690,3813,3815,3804,0,0,0,13,,,,,,,0,0,0,158.0,20.0,742.0,-163.0,0.0,751.0,14,350.0,100.42,6838.33,26.0,97.0,0.0,0,,,75,75,0,1,0,0,0,1,0,,,,,0.0,0.0,0,LSS,113.56191265444104,83.66786436465628,34.99844202869334,9.307449109356433,2.6833383581679575,-0.09665783783539708,0
