lat,lon,alt,ultrasonicHeight(m),speed(mps),distance(m),max_altitude(m),max_ascent(m),max_speed(mps),max_distance(m),time(millisecond),datetime(utc),time,satellites,pressure(Pa),temperature(F),voltage(v),home_latitude,home_longitude,velocityX(mps),velocityY(mps),velocityZ(mps),pitch(deg),roll(deg),yaw(deg),powerlevel,isflying,istakingphoto,remainPowerPercent,remainLifePercent,currentCurrent,currentElectricity,currentVoltage,batteryTemperature,dischargeCount,flightmode,isMotorsOn,isTakingVideo,Rc_elevator,Rc_aileron,Rc_throttle,Rc_rudder,Rc_gyro,timestamp,Battery_Cell1,Battery_Cell2,Battery_Cell3,Battery_Cell4,Battery_Cell5,Battery_Cell6,Dronetype,AppVersion,Planename,FlyControllerSerialNumber,RemoteSerialNumber,BatterySerialNumber,CENTER_BATTERY.productDate,CENTER_BATTERY.serialNo,CENTER_BATTERY.fullCapacity,CENTER_BATTERY.productDateRaw,pitchRaw,rollRaw,yawRaw,gimbalPitchRaw,gimbalRollRaw,gimbalYawRaw,flyState,altitudeRaw,speedRaw,distanceRaw,velocityXRaw,velocityYRaw,velocityZRaw,data_reuse,App_Tip,App_Warning,downlinkSignalQuality,uplinkSignalQuality,transmissionChannel,rcModeSwitch,rcHome,rcPause,rcTransform,rcJoystickMode,appMode,FlyControllerSerialNumber_legacy,RemoteSerialNumber_legacy,BatterySerialNumber_legacy,Battery2SerialNumber,frontAvoidDist,backAvoidDist,isBrakingToAvoid,uav_category,x,y,z,vel_x,vel_y,vel_z,track_id
51.519582,5.863535,40.4,0.0,8.6,376.65,41.2,41.2,20.32,1037.51,520268,2020-09-30 08:47:26.213,2020-09-30 10:47:26.213,18,0,0,15.475,51.519537,5.858109,4.2,7.5,0.1,-34.2,2.8,60.6,0,1,0,63,100,-7924,2230,15475,3125.5,12,Sport,1,0,660,0,0,0,0,1601455646213,3869,3867,3858,3845,0,0,27,,,,,,,0,0,0,342.0,28.0,606.0,-63.0,0.0,721.0,31,404.0,85.97,3766.46,42.0,75.0,1.0,0,,,100,100,0,1,0,0,0,2,1,,,,,-1.0,-1.0,0,LSS,34.70559645619235,55.629572309461395,40.39966304162111,10.953890364839236,6.270814413470806,-0.09406344484020907,0
51.519642,5.863703,40.3,0.0,13.12,388.46,41.2,41.2,20.32,1037.51,521419,2020-09-30 08:47:27.364,2020-09-30 10:47:27.364,18,0,0,15.431,51.519537,5.858109,6.5,11.4,0.0,-34.7,3.5,60.4,0,1,0,63,100,-8751,2227,15431,3125.5,12,Sport,1,0,660,0,0,0,0,1601455647364,3869,3867,3858,3845,0,0,27,,,,,,,0,0,0,347.0,35.0,604.0,-63.0,0.0,721.0,31,403.0,131.23,3884.59,65.0,114.0,0.0,0,,,100,100,0,1,0,0,0,2,1,,,,,-1.0,-1.0,0,LSS,46.366615213533784,62.30519914739381,40.29952733109924,10.953890364839236,6.270814413470806,-0.09406344484020907,0
51.519715,5.863907,40.4,0.0,15.99,402.93,41.2,41.2,20.32,1037.51,522519,2020-09-30 08:47:28.464,2020-09-30 10:47:28.464,18,0,0,15.21,51.519537,5.858109,7.9,13.9,0.0,-34.3,4.7,60.3,0,1,0,63,100,-13385,2220,15210,3125.5,12,Sport,1,0,660,0,0,0,0,1601455648464,3869,3867,3858,3845,0,0,27,,,,,,,0,0,0,343.0,47.0,603.0,-63.0,0.0,721.0,31,404.0,159.88,4029.3,79.0,139.0,0.0,0,,,100,100,0,1,0,0,0,2,1,,,,,-1.0,-1.0,0,LSS,60.526383921743495,70.42724982189206,40.39932436395058,13.30111521547474,7.62952658575485,0.09374530470604317,0
51.519805,5.864162,40.3,0.0,17.64,421.21,41.2,41.2,20.32,1037.51,523722,2020-09-30 08:47:29.667,2020-09-30 10:47:29.667,18,0,0,15.15,51.519537,5.858109,8.6,15.4,0.0,-34.4,4.9,60.0,0,1,0,63,100,-15569,2216,15150,3125.5,12,Sport,1,0,660,0,0,0,0,1601455649667,3869,3867,3858,3845,0,0,27,,,,,,,0,0,0,344.0,49.0,600.0,-63.0,0.0,721.0,31,403.0,176.39,4212.06,86.0,154.0,0.0,0,,,100,100,0,1,0,0,0,2,1,,,,,-1.0,-1.0,0,LSS,78.22603114837305,80.44079267806649,40.299013743981234,16.626334220993336,9.406317997824843,-0.09422774771557045,0
51.519901,5.86444,40.3,0.0,18.84,441.29,41.2,41.2,20.32,1037.51,524921,2020-09-30 08:47:30.866,2020-09-30 10:47:30.866,18,0,0,15.052,51.519537,5.858109,9.1,16.5,0.0,-34.4,4.5,60.0,0,1,0,62,100,-17623,2211,15052,3126.5,12,Sport,1,0,660,0,0,0,0,1601455650866,3780,3774,3762,3735,0,0,27,,,,,,,0,0,0,344.0,45.0,600.0,-63.0,0.0,721.0,31,403.0,188.43,4412.85,91.0,165.0,0.0,0,,,80,100,0,1,0,0,0,2,1,,,,,-1.0,-1.0,0,LSS,97.52204320086123,91.12198235021388,40.298604710199555,18.12589490678094,10.033478469545864,-0.0003842298253064552,0
51.519985,5.864682,40.2,0.0,19.29,458.96,41.2,41.2,20.32,1037.51,525920,2020-09-30 08:47:31.865,2020-09-30 10:47:31.865,18,0,0,14.981,51.519537,5.858109,9.3,16.9,0.0,-32.7,5.2,59.8,0,1,0,62,100,-18799,2211,14981,3127.5,12,Sport,1,0,660,0,0,0,0,1601455651865,3780,3774,3762,3735,0,0,27,,,,,,,0,0,0,327.0,52.0,598.0,-63.0,0.0,721.0,31,402.0,192.9,4589.57,93.0,169.0,0.0,0,,,80,100,0,1,0,0,0,2,1,,,,,-1.0,-1.0,0,LSS,114.31922217381577,100.46808005080018,40.19818588963586,15.778591968432389,8.779346957730036,-0.09432938698676578,0
51.520078,5.864952,40.0,0.0,19.51,478.81,41.2,41.2,20.32,1037.51,527073,2020-09-30 08:47:33.018,2020-09-30 10:47:33.018,18,0,0,14.995,51.519537,5.858109,9.4,17.1,-0.1,-31.2,5.6,59.8,0,1,0,62,100,-17427,2202,14995,3128.5,12,Sport,1,0,660,0,0,0,0,1601455653018,3780,3774,3762,3735,0,0,27,,,,,,,0,0,0,312.0,56.0,598.0,-63.0,0.0,721.0,31,400.0,195.14,4788.14,94.0,171.0,-1.0,0,,,80,100,0,1,0,0,0,2,1,,,,,-1.0,-1.0,0,LSS,133.0598030893906,110.81561216819267,39.9976517266692,17.604145314779263,9.72005402951702,-0.18837369883816404,0
51.52018,5.865247,39.9,0.0,19.29,500.58,41.2,41.2,20.32,1037.51,528222,2020-09-30 08:47:34.167,2020-09-30 10:47:34.167,18,0,0,14.957,51.519537,5.858109,9.3,16.9,-0.1,-30.5,5.5,59.7,0,1,0,62,100,-17503,2197,14957,3129.5,12,Sport,1,0,660,0,0,0,0,1601455654167,3780,3774,3762,3735,0,0,27,,,,,,,0,0,0,305.0,55.0,597.0,-63.0,0.0,721.0,31,399.0,192.9,5005.76,93.0,169.0,-1.0,0,,,80,100,0,1,0,0,0,2,1,,,,,-1.0,-1.0,0,LSS,153.53553590314397,122.16459721392093,39.8969852541994,19.23407697465453,10.660778490287733,-0.09456202119176275,0
51.520263,5.86549,40.1,0.0,19.15,518.67,41.2,41.2,20.32,1037.51,529224,2020-09-30 08:47:35.169,2020-09-30 10:47:35.169,18,0,0,14.997,51.519537,5.858109,9.2,16.8,0.0,-33.1,4.5,59.8,0,1,0,62,100,-16970,2192,14997,3129.5,12,Sport,1,0,660,0,0,0,0,1601455655169,3780,3774,3762,3735,0,0,27,,,,,,,0,0,0,331.0,45.0,598.0,-63.0,0.0,721.0,31,401.0,191.54,5186.68,92.0,168.0,0.0,0,,,80,100,0,1,0,0,0,2,1,,,,,-1.0,-1.0,0,LSS,170.4019291382236,131.3996290797624,40.09637415428485,15.84360905268365,8.675016195350619,0.1872978851120443,0
51.520347,5.865733,40.2,0.0,19.29,536.83,41.2,41.2,20.32,1037.51,530223,2020-09-30 08:47:36.168,2020-09-30 10:47:36.168,18,0,0,15.093,51.519537,5.858109,9.3,16.9,-0.1,-32.2,5.0,59.9,0,1,0,62,100,-15890,2188,15093,3129.5,12,Sport,1,0,660,0,0,0,0,1601455656168,3780,3774,3762,3735,0,0,27,,,,,,,0,0,0,322.0,50.0,599.0,-63.0,0.0,721.0,31,402.0,192.9,5368.34,93.0,169.0,-1.0,0,,,100,100,0,1,0,0,0,2,1,,,,,-1.0,-1.0,0,LSS,187.26825507529796,140.7459743718003,40.195702712057,15.843545835653725,8.7795795351465,0.09330523812498796,0
